ID_Pregunta,Sistema,Consistencia_Silogistica,Fidelidad_Juridica,Complejidad,Experto
59,Agente_CoT_CoV,4,5,3,Franco
59,Agente_CoT_CoV,5,5,4,Gonzalez
59,RAG_Base,4,5,3,Aristizabal
59,RAG_Base,4,5,3,Franco
59,RAG_Base,4,5,3,Gonzalez
60,Agente_CoT_CoV,4,4,3,Aristizabal
60,Agente_CoT_CoV,4,4,3,Franco
60,Agente_CoT_CoV,4,4,4,Gonzalez
60,RAG_Base,3,4,3,Aristizabal
60,RAG_Base,3,4,3,Franco
60,RAG_Base,3,4,3,Gonzalez
61,Agente_CoT_CoV,4,4,3,Aristizabal
61,Agente_CoT_CoV,4,4,3,Franco
61,Agente_CoT_CoV,4,4,3,Gonzalez
61,RAG_Base,1,1,1,Gonzalez
62,Agente_CoT_CoV,3,3,3,Aristizabal
62,Agente_CoT_CoV,3,3,3,Franco
62,Agente_CoT_CoV,3,4,3,Gonzalez
62,RAG_Base,1,1,1,Gonzalez
63,Agente_CoT_CoV,4,4,3,Aristizabal
63,Agente_CoT_CoV,4,4,3,Franco
63,Agente_CoT_CoV,4,5,3,Gonzalez
63,RAG_Base,3,4,2,Aristizabal
63,RAG_Base,3,4,2,Franco
63,RAG_Base,3,4,2,Gonzalez
64,Agente_CoT_CoV,4,4,3,Aristizabal
64,Agente_CoT_CoV,4,4,3,Franco
64,Agente_CoT_CoV,4,4,3,Gonzalez
64,RAG_Base,2,4,2,Aristizabal
64,RAG_Base,2,4,2,Franco
64,RAG_Base,2,4,2,Gonzalez
65,Agente_CoT_CoV,4,5,3,Aristizabal
65,Agente_CoT_CoV,4,5,3,Franco
65,Agente_CoT_CoV,5,5,4,Gonzalez
65,RAG_Base,3,5,2,Aristizabal
65,RAG_Base,3,5,2,Franco
65,RAG_Base,3,5,2,Gonzalez
66,Agente_CoT_CoV,4,3,3,Aristizabal
66,Agente_CoT_CoV,4,3,3,Franco
66,Agente_CoT_CoV,4,4,3,Gonzalez
66,RAG_Base,1,1,1,Gonzalez
67,Agente_CoT_CoV,3,3,3,Aristizabal
67,Agente_CoT_CoV,3,3,3,Franco
67,Agente_CoT_CoV,3,4,3,Gonzalez
67,RAG_Base,1,1,1,Gonzalez
68,Agente_CoT_CoV,4,3,4,Aristizabal
68,Agente_CoT_CoV,4,3,4,Franco
68,Agente_CoT_CoV,4,4,4,Gonzalez
68,RAG_Base,1,1,1,Gonzalez
69,Agente_CoT_CoV,4,4,4,Aristizabal
69,Agente_CoT_CoV,4,4,4,Franco
69,Agente_CoT_CoV,4,5,4,Gonzalez
69,RAG_Base,1,1,1,Gonzalez
70,Agente_CoT_CoV,4,4,3,Aristizabal
70,Agente_CoT_CoV,4,4,3,Franco
70,Agente_CoT_CoV,4,4,3,Gonzalez
70,RAG_Base,1,1,1,Gonzalez
71,Agente_CoT_CoV,4,4,4,Aristizabal
71,Agente_CoT_CoV,4,4,4,Franco
71,Agente_CoT_CoV,4,5,4,Gonzalez
71,RAG_Base,1,1,1,Gonzalez
72,Agente_CoT_CoV,4,4,3,Aristizabal
72,Agente_CoT_CoV,4,4,3,Franco
72,Agente_CoT_CoV,4,4,3,Gonzalez
72,RAG_Base,3,4,2,Aristizabal
72,RAG_Base,3,4,2,Franco
72,RAG_Base,3,4,2,Gonzalez
73,Agente_CoT_CoV,3,4,2,Aristizabal
73,Agente_CoT_CoV,3,4,2,Franco
73,Agente_CoT_CoV,3,4,2,Gonzalez
73,RAG_Base,1,1,1,Gonzalez
74,Agente_CoT_CoV,4,4,3,Aristizabal
74,Agente_CoT_CoV,4,4,3,Franco
74,Agente_CoT_CoV,4,4,3,Gonzalez
74,RAG_Base,3,4,2,Aristizabal
74,RAG_Base,3,4,2,Franco
74,RAG_Base,3,4,2,Gonzalez
75,Agente_CoT_CoV,4,3,4,Aristizabal
75,Agente_CoT_CoV,4,3,4,Franco
75,Agente_CoT_CoV,4,4,4,Gonzalez
75,RAG_Base,2,3,1,Aristizabal
75,RAG_Base,2,3,1,Franco
75,RAG_Base,2,3,1,Gonzalez
76,Agente_CoT_CoV,4,4,3,Aristizabal
76,Agente_CoT_CoV,4,4,3,Franco
76,Agente_CoT_CoV,4,4,3,Gonzalez
76,RAG_Base,1,1,1,Gonzalez
77,Agente_CoT_CoV,3,4,2,Aristizabal
77,Agente_CoT_CoV,3,4,2,Franco
77,Agente_CoT_CoV,3,4,2,Gonzalez
77,RAG_Base,1,1,1,Gonzalez
78,Agente_CoT_CoV,4,4,3,Aristizabal
78,Agente_CoT_CoV,4,4,3,Franco
78,Agente_CoT_CoV,4,4,3,Gonzalez
78,RAG_Base,1,1,1,Gonzalez
79,Agente_CoT_CoV,4,4,3,Aristizabal
79,Agente_CoT_CoV,4,4,3,Franco
79,Agente_CoT_CoV,4,4,3,Gonzalez
79,RAG_Base,1,1,1,Gonzalez
80,Agente_CoT_CoV,4,2,3,Aristizabal
80,Agente_CoT_CoV,4,2,3,Franco
80,Agente_CoT_CoV,4,3,3,Gonzalez
80,RAG_Base,1,1,1,Gonzalez
81,Agente_CoT_CoV,4,4,3,Aristizabal
81,Agente_CoT_CoV,4,4,3,Franco
81,Agente_CoT_CoV,4,4,3,Gonzalez
81,RAG_Base,1,1,1,Gonzalez
82,Agente_CoT_CoV,4,4,3,Aristizabal
82,Agente_CoT_CoV,4,4,3,Franco
82,Agente_CoT_CoV,4,5,4,Gonzalez
82,RAG_Base,3,4,2,Aristizabal
82,RAG_Base,3,4,2,Franco
82,RAG_Base,3,4,2,Gonzalez
83,Agente_CoT_CoV,3,4,2,Aristizabal
83,Agente_CoT_CoV,3,4,2,Franco
83,Agente_CoT_CoV,3,4,2,Gonzalez
83,RAG_Base,1,1,1,Gonzalez
84,Agente_CoT_CoV,3,3,3,Aristizabal
84,Agente_CoT_CoV,3,3,3,Franco
84,Agente_CoT_CoV,4,4,3,Gonzalez
84,RAG_Base,2,3,2,Aristizabal
84,RAG_Base,2,3,2,Franco
84,RAG_Base,2,3,2,Gonzalez
85,Agente_CoT_CoV,4,4,3,Aristizabal
85,Agente_CoT_CoV,4,4,3,Franco
85,Agente_CoT_CoV,4,4,3,Gonzalez
85,RAG_Base,1,1,1,Gonzalez
86,Agente_CoT_CoV,4,5,3,Aristizabal
86,Agente_CoT_CoV,4,5,3,Franco
86,Agente_CoT_CoV,5,5,4,Gonzalez
86,RAG_Base,4,5,2,Aristizabal
86,RAG_Base,4,5,2,Franco
86,RAG_Base,4,5,2,Gonzalez
87,Agente_CoT_CoV,5,4,4,Aristizabal
87,Agente_CoT_CoV,5,4,4,Franco
87,Agente_CoT_CoV,5,5,4,Gonzalez
87,RAG_Base,3,4,4,Aristizabal
87,RAG_Base,3,4,4,Franco
87,RAG_Base,3,4,4,Gonzalez
88,Agente_CoT_CoV,4,4,4,Aristizabal
88,Agente_CoT_CoV,4,4,4,Franco
88,Agente_CoT_CoV,4,5,4,Gonzalez
88,RAG_Base,3,4,3,Aristizabal
88,RAG_Base,3,4,3,Franco
88,RAG_Base,3,4,3,Gonzalez
89,Agente_CoT_CoV,3,3,2,Aristizabal
89,Agente_CoT_CoV,3,3,2,Franco
89,Agente_CoT_CoV,3,4,3,Gonzalez
89,RAG_Base,2,3,2,Aristizabal
89,RAG_Base,2,3,2,Franco
89,RAG_Base,2,3,2,Gonzalez
90,Agente_CoT_CoV,4,4,4,Aristizabal
90,Agente_CoT_CoV,4,4,4,Franco
90,Agente_CoT_CoV,4,4,4,Gonzalez
90,RAG_Base,1,1,1,Gonzalez
91,Agente_CoT_CoV,4,4,4,Aristizabal
91,Agente_CoT_CoV,4,4,4,Franco
91,Agente_CoT_CoV,5,5,4,Gonzalez
91,RAG_Base,3,4,3,Aristizabal
91,RAG_Base,3,4,3,Franco
91,RAG_Base,3,4,3,Gonzalez
92,Agente_CoT_CoV,4,4,2,Aristizabal
92,Agente_CoT_CoV,4,4,2,Franco
92,Agente_CoT_CoV,4,4,3,Gonzalez
92,RAG_Base,1,1,1,Gonzalez
93,Agente_CoT_CoV,4,5,3,Aristizabal
93,Agente_CoT_CoV,4,5,3,Franco
93,Agente_CoT_CoV,4,5,4,Gonzalez
93,RAG_Base,1,1,1,Gonzalez
94,Agente_CoT_CoV,3,3,3,Aristizabal
94,Agente_CoT_CoV,3,3,3,Franco
94,Agente_CoT_CoV,3,4,3,Gonzalez
94,RAG_Base,2,3,2,Aristizabal
94,RAG_Base,2,3,2,Franco
94,RAG_Base,2,3,2,Gonzalez
95,Agente_CoT_CoV,4,4,3,Aristizabal
95,Agente_CoT_CoV,4,4,3,Franco
95,Agente_CoT_CoV,4,4,3,Gonzalez
95,RAG_Base,1,1,1,Gonzalez
96,Agente_CoT_CoV,3,3,3,Aristizabal
96,Agente_CoT_CoV,3,3,3,Franco
96,Agente_CoT_CoV,3,4,3,Gonzalez
96,RAG_Base,1,1,1,Gonzalez
97,Agente_CoT_CoV,4,4,3,Aristizabal
97,Agente_CoT_CoV,4,4,3,Franco
97,Agente_CoT_CoV,4,4,4,Gonzalez
97,RAG_Base,3,4,3,Aristizabal
97,RAG_Base,3,4,3,Franco
97,RAG_Base,3,4,3,Gonzalez
98,Agente_CoT_CoV,4,5,3,Aristizabal
98,Agente_CoT_CoV,4,5,3,Franco
98,Agente_CoT_CoV,5,5,4,Gonzalez
98,RAG_Base,3,5,2,Aristizabal
98,RAG_Base,3,5,2,Franco
98,RAG_Base,3,5,2,Gonzalez
99,Agente_CoT_CoV,4,4,3,Aristizabal
99,Agente_CoT_CoV,4,4,3,Franco
99,Agente_CoT_CoV,4,4,3,Gonzalez
99,RAG_Base,1,1,1,Gonzalez
100,Agente_CoT_CoV,3,3,3,Aristizabal
100,Agente_CoT_CoV,3,3,3,Franco
100,Agente_CoT_CoV,3,4,3,Gonzalez
100,RAG_Base,1,1,1,Gonzalez
101,Agente_CoT_CoV,4,4,3,Aristizabal
101,Agente_CoT_CoV,4,4,3,Franco
101,Agente_CoT_CoV,4,4,3,Gonzalez
101,RAG_Base,1,1,1,Gonzalez
102,Agente_CoT_CoV,4,3,4,Aristizabal
102,Agente_CoT_CoV,4,3,4,Franco
102,Agente_CoT_CoV,4,4,4,Gonzalez
102,RAG_Base,1,1,1,Gonzalez
103,Agente_CoT_CoV,4,4,4,Aristizabal
103,Agente_CoT_CoV,4,4,4,Franco
103,Agente_CoT_CoV,4,5,4,Gonzalez
103,RAG_Base,1,1,1,Gonzalez
104,Agente_CoT_CoV,4,4,3,Aristizabal
104,Agente_CoT_CoV,4,4,3,Franco
104,Agente_CoT_CoV,4,4,3,Gonzalez
104,RAG_Base,1,1,1,Gonzalez
105,Agente_CoT_CoV,3,4,2,Aristizabal
105,Agente_CoT_CoV,3,4,2,Franco
105,Agente_CoT_CoV,3,4,2,Gonzalez
105,RAG_Base,1,1,1,Gonzalez
106,Agente_CoT_CoV,3,4,2,Aristizabal
106,Agente_CoT_CoV,3,4,2,Franco
106,Agente_CoT_CoV,3,4,2,Gonzalez
106,RAG_Base,1,1,1,Gonzalez
107,Agente_CoT_CoV,2,4,1,Aristizabal
107,Agente_CoT_CoV,2,4,1,Franco
107,Agente_CoT_CoV,2,4,2,Gonzalez
107,RAG_Base,1,1,1,Gonzalez
108,Agente_CoT_CoV,4,4,3,Aristizabal
108,Agente_CoT_CoV,4,4,3,Franco
108,Agente_CoT_CoV,4,4,4,Gonzalez
108,RAG_Base,3,4,3,Aristizabal
108,RAG_Base,3,4,3,Franco
108,RAG_Base,3,4,3,Gonzalez
109,Agente_CoT_CoV,4,3,4,Aristizabal
109,Agente_CoT_CoV,4,3,4,Franco
109,Agente_CoT_CoV,4,4,4,Gonzalez
109,RAG_Base,1,1,1,Gonzalez
110,Agente_CoT_CoV,4,4,4,Aristizabal
110,Agente_CoT_CoV,4,4,4,Franco
110,Agente_CoT_CoV,5,5,4,Gonzalez
110,RAG_Base,3,4,3,Aristizabal
110,RAG_Base,3,4,3,Franco
110,RAG_Base,3,4,3,Gonzalez
111,Agente_CoT_CoV,4,4,3,Aristizabal
111,Agente_CoT_CoV,4,4,3,Franco
111,Agente_CoT_CoV,4,4,3,Gonzalez
111,RAG_Base,3,4,2,Aristizabal
111,RAG_Base,3,4,2,Franco
111,RAG_Base,3,4,2,Gonzalez
112,Agente_CoT_CoV,3,4,2,Aristizabal
112,Agente_CoT_CoV,3,4,2,Franco
112,Agente_CoT_CoV,3,4,2,Gonzalez
112,RAG_Base,1,1,1,Gonzalez
113,Agente_CoT_CoV,4,4,4,Aristizabal
113,Agente_CoT_CoV,4,4,4,Franco
113,Agente_CoT_CoV,4,4,4,Gonzalez
113,RAG_Base,1,1,1,Gonzalez
114,Agente_CoT_CoV,4,4,3,Gonzalez
114,RAG_Base,1,1,1,Gonzalez
115,Agente_CoT_CoV,4,4,3,Aristizabal
115,Agente_CoT_CoV,4,4,3,Franco
115,Agente_CoT_CoV,4,4,3,Gonzalez
115,RAG_Base,1,1,1,Gonzalez
116,Agente_CoT_CoV,4,5,3,Aristizabal
116,Agente_CoT_CoV,4,5,3,Franco
116,Agente_CoT_CoV,5,5,4,Gonzalez
